timestamp,value
2026-04-29 21:05:49+00,0
2026-04-29 21:05:54+00,0
2026-04-29 21:05:59+00,0
2026-04-29 21:06:04+00,0
2026-04-29 21:06:09+00,0
2026-04-29 21:06:14+00,0
2026-04-29 21:06:19+00,0
2026-04-29 21:06:24+00,0
2026-04-29 21:06:29+00,0
2026-04-29 21:06:34+00,0
2026-04-29 21:06:39+00,0
2026-04-29 21:06:44+00,0
2026-04-29 21:06:49+00,0
2026-04-29 21:06:54+00,0
2026-04-29 21:06:59+00,0
2026-04-29 21:07:04+00,0
2026-04-29 21:07:09+00,0
2026-04-29 21:07:14+00,0
2026-04-29 21:07:19+00,0
2026-04-29 21:07:24+00,0
2026-04-29 21:07:29+00,0
2026-04-29 21:07:34+00,0
2026-04-29 21:07:39+00,0
2026-04-29 21:07:44+00,0
2026-04-29 21:07:49+00,0
2026-04-29 21:07:54+00,0
2026-04-29 21:07:59+00,0
2026-04-29 21:08:04+00,0
2026-04-29 21:08:09+00,0
2026-04-29 21:08:14+00,0
2026-04-29 21:08:19+00,0
2026-04-29 21:08:24+00,0
2026-04-29 21:08:29+00,0
2026-04-29 21:08:34+00,0
2026-04-29 21:08:39+00,0
2026-04-29 21:08:44+00,0
2026-04-29 21:08:49+00,0
2026-04-29 21:08:54+00,0
2026-04-29 21:08:59+00,0
2026-04-29 21:09:04+00,0
2026-04-29 21:09:09+00,0
2026-04-29 21:09:14+00,0
2026-04-29 21:09:19+00,0
2026-04-29 21:09:24+00,0
2026-04-29 21:09:29+00,0
2026-04-29 21:09:34+00,0
2026-04-29 21:09:39+00,0
2026-04-29 21:09:44+00,0
2026-04-29 21:09:49+00,0
2026-04-29 21:09:54+00,0
2026-04-29 21:09:59+00,0
2026-04-29 21:10:04+00,0
2026-04-29 21:10:09+00,0
2026-04-29 21:10:14+00,0
2026-04-29 21:10:19+00,0
2026-04-29 21:10:24+00,0
2026-04-29 21:10:29+00,0
2026-04-29 21:10:34+00,0
2026-04-29 21:10:39+00,0
2026-04-29 21:10:45+00,0
2026-04-29 21:10:49+00,0
2026-04-29 21:10:54+00,0
2026-04-29 21:10:59+00,0
2026-04-29 21:11:04+00,0
2026-04-29 21:11:09+00,0
2026-04-29 21:11:14+00,0
2026-04-29 21:11:19+00,0
2026-04-29 21:11:24+00,0
2026-04-29 21:11:29+00,0
2026-04-29 21:11:34+00,0
2026-04-29 21:11:39+00,0
2026-04-29 21:11:44+00,0
2026-04-29 21:11:49+00,0
2026-04-29 21:11:54+00,0
2026-04-29 21:11:59+00,0
