timestamp,phase,inbound_pps,cpu_system_pct,tcp_total,tcp_syn_recv,response_time_sec,ddos_threat_score
2026-04-29 20:18:31+00,baseline,,,,,0.022825,
2026-04-29 20:18:32+00,baseline,,,7,,,
2026-04-29 20:18:33+00,baseline,21,,,,,
2026-04-29 20:18:34+00,baseline,,,,,,
2026-04-29 20:18:35+00,baseline,,2.227526,,0,,0.10339590000000001
2026-04-29 20:18:36+00,baseline,,,,,,
2026-04-29 20:18:37+00,baseline,,,6,,,
2026-04-29 20:18:38+00,baseline,17,,,,,
2026-04-29 20:18:39+00,baseline,,,,,,
2026-04-29 20:18:40+00,baseline,,,,0,,
2026-04-29 20:18:41+00,baseline,,,,,0.009381,
2026-04-29 20:18:42+00,baseline,,,7,,,
2026-04-29 20:18:43+00,baseline,20,,,,,
2026-04-29 20:18:44+00,baseline,,,,,,
2026-04-29 20:18:45+00,baseline,,2.23241,,0,,0.084675
2026-04-29 20:18:46+00,baseline,,,,,,
2026-04-29 20:18:47+00,baseline,,,6,,,
2026-04-29 20:18:48+00,baseline,21,,,,,
2026-04-29 20:18:49+00,baseline,,,,,,
2026-04-29 20:18:50+00,baseline,,,,0,,
2026-04-29 20:18:51+00,baseline,,,,,0.028451,
2026-04-29 20:18:52+00,baseline,,,7,,,
2026-04-29 20:18:53+00,baseline,26,,,,,
2026-04-29 20:18:54+00,baseline,,,,,,
2026-04-29 20:18:55+00,baseline,,2.25324,,0,,0.09268900000000001
2026-04-29 20:18:56+00,baseline,,,,,,
2026-04-29 20:18:57+00,baseline,,,6,,,
2026-04-29 20:18:58+00,baseline,24,,,,,
2026-04-29 20:18:59+00,baseline,,,,,,
2026-04-29 20:19:00+00,baseline,,,,0,,
2026-04-29 20:19:01+00,baseline,,,,,,
2026-04-29 20:19:02+00,baseline,,,7,,0.035594,
2026-04-29 20:19:03+00,baseline,19,,,,,
2026-04-29 20:19:04+00,baseline,,,,,,
2026-04-29 20:19:05+00,baseline,,2.164416,,0,,0.0892176
2026-04-29 20:19:06+00,baseline,,,,,,
2026-04-29 20:19:07+00,baseline,,,6,,,
2026-04-29 20:19:08+00,baseline,14,,,,,
2026-04-29 20:19:09+00,baseline,,,,,,
2026-04-29 20:19:10+00,baseline,,,,0,,
2026-04-29 20:19:11+00,baseline,,,,,0.028732,
2026-04-29 20:19:12+00,baseline,,,7,,,
2026-04-29 20:19:13+00,baseline,17,,,,,
2026-04-29 20:19:14+00,baseline,,,,,,
2026-04-29 20:19:15+00,baseline,,2.08789,,0,,0.08644520000000001
2026-04-29 20:19:16+00,baseline,,,,,,
2026-04-29 20:19:17+00,baseline,,,6,,,
2026-04-29 20:19:18+00,baseline,16,,,,,
2026-04-29 20:19:19+00,baseline,,,,,,
2026-04-29 20:19:20+00,baseline,,,,0,,
2026-04-29 20:19:21+00,baseline,,,,,,
2026-04-29 20:19:22+00,baseline,,,7,,0.134964,
2026-04-29 20:19:23+00,baseline,21,,,,,
2026-04-29 20:19:24+00,baseline,,,,,,
2026-04-29 20:19:25+00,baseline,,2.247191,,0,,0.11049160000000001
2026-04-29 20:19:26+00,baseline,,,,,,
2026-04-29 20:19:27+00,baseline,,,6,,,
2026-04-29 20:19:28+00,baseline,20,,,,,
2026-04-29 20:19:29+00,baseline,,,,,,
2026-04-29 20:19:30+00,baseline,,,,0,,
2026-04-29 20:19:31+00,baseline,,,,,0.015952,
2026-04-29 20:19:32+00,baseline,,,7,,,
2026-04-29 20:19:33+00,baseline,20,,,,,
2026-04-29 20:19:34+00,baseline,,,,,,
2026-04-29 20:19:35+00,baseline,,2.189195,,0,,0.0859892
2026-04-29 20:19:36+00,baseline,,,,,,
2026-04-29 20:19:37+00,baseline,,,6,,,
2026-04-29 20:19:38+00,baseline,18,,,,,
2026-04-29 20:19:39+00,baseline,,,,,,
2026-04-29 20:19:40+00,baseline,,,,0,,
2026-04-29 20:19:41+00,baseline,,,,,0.020986,
2026-04-29 20:19:42+00,baseline,,,7,,,
2026-04-29 20:19:43+00,baseline,20,,,,,
2026-04-29 20:19:44+00,baseline,,,,,,
2026-04-29 20:19:45+00,baseline,,2.225787,,0,,0.0432949
2026-04-29 20:19:46+00,baseline,,,,,,
2026-04-29 20:19:47+00,baseline,,,6,,,
2026-04-29 20:19:48+00,baseline,18,,,,,
2026-04-29 20:19:49+00,baseline,,,,,,
2026-04-29 20:19:50+00,baseline,,,,0,,
2026-04-29 20:19:51+00,baseline,,,,,0.065073,
2026-04-29 20:19:52+00,baseline,,,7,,,
2026-04-29 20:19:53+00,baseline,20,,,,,
2026-04-29 20:19:54+00,baseline,,,,,,
2026-04-29 20:19:55+00,baseline,,2.221777,,0,,0.0521123
2026-04-29 20:19:56+00,baseline,,,,,,
2026-04-29 20:19:57+00,baseline,,,6,,,
2026-04-29 20:19:58+00,baseline,25,,,,,
2026-04-29 20:19:59+00,baseline,,,,,,
2026-04-29 20:20:00+00,baseline,,,,0,,
2026-04-29 20:20:01+00,baseline,,,,,0.02809,
2026-04-29 20:20:02+00,baseline,,,7,,,
2026-04-29 20:20:03+00,baseline,20,,,,,
2026-04-29 20:20:05+00,baseline,,2.359528,,0,,0.0447157
2026-04-29 20:20:06+00,baseline,,,,,,
2026-04-29 20:20:07+00,baseline,,,6,,,
2026-04-29 20:20:08+00,baseline,15,,,,,
2026-04-29 20:20:09+00,baseline,,,,,,
2026-04-29 20:20:10+00,baseline,,,,0,,
2026-04-29 20:20:11+00,baseline,,,,,0.017004,
2026-04-29 20:20:12+00,baseline,,,7,,,
2026-04-29 20:20:13+00,baseline,17,,,,,
2026-04-29 20:20:14+00,baseline,,,,,,
2026-04-29 20:20:15+00,baseline,,2.4546,,0,,0.040398500000000004
2026-04-29 20:20:16+00,baseline,,,,,,
2026-04-29 20:20:17+00,baseline,,,6,,,
2026-04-29 20:20:18+00,baseline,18,,,,,
2026-04-29 20:20:19+00,baseline,,,,,,
2026-04-29 20:20:20+00,baseline,,,,0,,
2026-04-29 20:20:21+00,baseline,,,,,0.048528,
2026-04-29 20:20:22+00,baseline,,,7,,,
2026-04-29 20:20:23+00,baseline,19,,,,,
2026-04-29 20:20:24+00,baseline,,,,,,
2026-04-29 20:20:25+00,baseline,,2.483608,,0,,0.0481033
2026-04-29 20:20:26+00,baseline,,,,,,
2026-04-29 20:20:27+00,baseline,,,6,,,
2026-04-29 20:20:28+00,baseline,20,,,,,
2026-04-29 20:20:29+00,baseline,,,,,,
2026-04-29 20:20:30+00,baseline,,,,0,,
2026-04-29 20:20:31+00,baseline,,,,,0.372451,
2026-04-29 20:20:32+00,baseline,,,7,,,
2026-04-29 20:20:33+00,baseline,22,,,,,
2026-04-29 20:20:34+00,baseline,,,,,,
2026-04-29 20:20:35+00,baseline,,2.582439,,0,,0.11498789999999999
2026-04-29 20:20:36+00,baseline,,,,,,
2026-04-29 20:20:37+00,baseline,,,6,,,
2026-04-29 20:20:38+00,baseline,17,,,,,
2026-04-29 20:20:39+00,baseline,,,,,,
2026-04-29 20:20:40+00,baseline,,,,0,,
2026-04-29 20:20:41+00,baseline,,,,,0.020741,
2026-04-29 20:20:42+00,baseline,,,7,,,
2026-04-29 20:20:43+00,baseline,24,,,,,
2026-04-29 20:20:44+00,baseline,,,,,,
2026-04-29 20:20:45+00,baseline,,2.537166,,0,,0.10254
2026-04-29 20:20:46+00,baseline,,,,,,
2026-04-29 20:20:47+00,baseline,,,6,,,
2026-04-29 20:20:48+00,baseline,19,,,,,
2026-04-29 20:20:49+00,baseline,,,,,,
2026-04-29 20:20:50+00,baseline,,,,0,,
2026-04-29 20:20:51+00,baseline,,,,,0.012847,
2026-04-29 20:20:52+00,baseline,,,7,,,
2026-04-29 20:20:53+00,baseline,22,,,,,
2026-04-29 20:20:54+00,baseline,,,,,,
2026-04-29 20:20:55+00,baseline,,2.580389,,0,,0.0995612
2026-04-29 20:20:56+00,baseline,,,,,,
2026-04-29 20:20:57+00,baseline,,,6,,,
2026-04-29 20:20:58+00,baseline,24,,,,,
2026-04-29 20:20:59+00,baseline,,,,,,
2026-04-29 20:21:00+00,baseline,,,,0,,
2026-04-29 20:21:01+00,baseline,,,,,,
2026-04-29 20:21:02+00,baseline,,,7,,0.103009,
2026-04-29 20:21:03+00,baseline,20,,,,,
2026-04-29 20:21:04+00,baseline,,,,,,
2026-04-29 20:21:05+00,baseline,,2.535155,,0,,0.11619360000000001
2026-04-29 20:21:06+00,baseline,,,,,,
2026-04-29 20:21:07+00,baseline,,,6,,,
2026-04-29 20:21:08+00,baseline,15,,,,,
2026-04-29 20:21:09+00,baseline,,,,,,
2026-04-29 20:21:10+00,baseline,,,,0,,
2026-04-29 20:21:11+00,baseline,,,,,0.072993,
2026-04-29 20:21:12+00,baseline,,,7,,,
2026-04-29 20:21:13+00,baseline,18,,,,,
2026-04-29 20:21:14+00,baseline,,,,,,
2026-04-29 20:21:15+00,baseline,,2.575788,,0,,0.10879040000000001
2026-04-29 20:21:16+00,baseline,,,,,,
2026-04-29 20:21:17+00,baseline,,,6,,,
2026-04-29 20:21:18+00,baseline,17,,,,,
2026-04-29 20:21:19+00,baseline,,,,,,
2026-04-29 20:21:20+00,baseline,,,,0,,
2026-04-29 20:21:21+00,baseline,,,,,0.031142,
2026-04-29 20:21:22+00,baseline,,,7,,,
2026-04-29 20:21:23+00,baseline,18,,,,,
2026-04-29 20:21:24+00,baseline,,,,,,
2026-04-29 20:21:25+00,baseline,,2.540187,,0,,0.1004202
2026-04-29 20:21:26+00,baseline,,,,,,
2026-04-29 20:21:27+00,baseline,,,6,,,
2026-04-29 20:21:28+00,baseline,21,,,,,
2026-04-29 20:21:29+00,baseline,,,,,,
2026-04-29 20:21:30+00,baseline,,,,0,,
2026-04-29 20:21:31+00,baseline,,,,,0.017183,
2026-04-29 20:21:32+00,baseline,,,7,,,
2026-04-29 20:21:33+00,baseline,20,,,,,
2026-04-29 20:21:34+00,baseline,,,,,,
2026-04-29 20:21:35+00,baseline,,2.537166,,0,,0.0990284
2026-04-29 20:21:36+00,baseline,,,,,,
2026-04-29 20:21:37+00,baseline,,,6,,,
2026-04-29 20:21:38+00,baseline,17,,,,,
2026-04-29 20:21:39+00,baseline,,,,,,
2026-04-29 20:21:40+00,baseline,,,,0,,
2026-04-29 20:21:41+00,baseline,,,,,0.005463,
2026-04-29 20:21:42+00,baseline,,,7,,,
2026-04-29 20:21:43+00,baseline,21,,,,,
2026-04-29 20:21:44+00,baseline,,,,,,
2026-04-29 20:21:45+00,baseline,,2.545238,,0,,0.0953824
2026-04-29 20:21:46+00,baseline,,,,,,
2026-04-29 20:21:47+00,baseline,,,6,,,
2026-04-29 20:21:48+00,baseline,20,,,,,
2026-04-29 20:21:49+00,baseline,,,,,,
2026-04-29 20:21:50+00,baseline,,,,0,,
2026-04-29 20:21:51+00,baseline,,,,,0.038769,
2026-04-29 20:21:52+00,baseline,,,7,,,
2026-04-29 20:21:53+00,baseline,24,,,,,
2026-04-29 20:21:54+00,baseline,,,,,,
2026-04-29 20:21:55+00,baseline,,2.588095,,0,,0.1041436
2026-04-29 20:21:56+00,baseline,,,,,,
2026-04-29 20:21:57+00,baseline,,,6,,,
2026-04-29 20:21:58+00,baseline,27,,,,,
2026-04-29 20:21:59+00,baseline,,,,,,
2026-04-29 20:22:00+00,baseline,,,,0,,
2026-04-29 20:22:01+00,baseline,,,,,0.019968,
2026-04-29 20:22:02+00,baseline,,,7,,,
2026-04-29 20:22:03+00,baseline,19,,,,,
2026-04-29 20:22:04+00,baseline,,,,,,
2026-04-29 20:22:05+00,baseline,,2.580516,,0,,0.0968834
2026-04-29 20:22:06+00,baseline,,,,,,
2026-04-29 20:22:07+00,baseline,,,6,,,
2026-04-29 20:22:08+00,baseline,15,,,,,
2026-04-29 20:22:09+00,baseline,,,,,,
2026-04-29 20:22:10+00,baseline,,,,0,,
2026-04-29 20:22:11+00,baseline,,,,,0.187541,
2026-04-29 20:22:12+00,baseline,,,7,,,
2026-04-29 20:22:13+00,baseline,18,,,,,
2026-04-29 20:22:14+00,baseline,,,,,,
2026-04-29 20:22:15+00,baseline,,2.47012,,0,,0.129698
2026-04-29 20:22:16+00,baseline,,,,,,
2026-04-29 20:22:17+00,baseline,,,6,,,
2026-04-29 20:22:18+00,baseline,17,,,,,
2026-04-29 20:22:19+00,baseline,,,,,,
2026-04-29 20:22:20+00,baseline,,,,0,,
2026-04-29 20:22:21+00,baseline,,,,,0.014568,
2026-04-29 20:22:22+00,baseline,,,7,,,
2026-04-29 20:22:23+00,baseline,19,,,,,
2026-04-29 20:22:24+00,baseline,,,,,,
2026-04-29 20:22:25+00,baseline,,2.435644,,0,,0.0958034
2026-04-29 20:22:26+00,baseline,,,,,,
2026-04-29 20:22:27+00,baseline,,,6,,,
2026-04-29 20:22:28+00,baseline,20,,,,,
2026-04-29 20:22:29+00,baseline,,,,,,
2026-04-29 20:22:30+00,baseline,,,,0,,
2026-04-29 20:22:31+00,baseline,,,,,0.004973,
2026-04-29 20:22:32+00,baseline,,,7,,,
2026-04-29 20:22:33+00,baseline,21,,,,,
2026-04-29 20:22:34+00,baseline,,,,,,
2026-04-29 20:22:35+00,baseline,,2.314998,,0,,0.0952844
2026-04-29 20:22:36+00,baseline,,,,,,
2026-04-29 20:22:37+00,baseline,,,6,,,
2026-04-29 20:22:38+00,baseline,18,,,,,
2026-04-29 20:22:39+00,baseline,,,,,,
2026-04-29 20:22:40+00,baseline,,,,0,,
2026-04-29 20:22:41+00,baseline,,,,,0.050743,
2026-04-29 20:22:42+00,baseline,,,7,,,
2026-04-29 20:22:44+00,baseline,19,,,,,
2026-04-29 20:22:45+00,baseline,,2.318209,,0,,0.060069700000000004
2026-04-29 20:22:46+00,baseline,,,,,,
2026-04-29 20:22:47+00,baseline,,,6,,,
2026-04-29 20:22:48+00,baseline,19,,,,,
2026-04-29 20:22:49+00,baseline,,,,,,
2026-04-29 20:22:50+00,baseline,,,,0,,
2026-04-29 20:22:51+00,baseline,,,,,,
2026-04-29 20:22:52+00,baseline,,,7,,0.022839,
2026-04-29 20:22:53+00,baseline,19,,,,,
2026-04-29 20:22:54+00,baseline,,,,,,
2026-04-29 20:22:55+00,baseline,,2.221341,,0,,0.05448890000000001
2026-04-29 20:22:56+00,baseline,,,,,,
2026-04-29 20:22:57+00,baseline,,,6,,,
2026-04-29 20:22:58+00,baseline,25,,,,,
2026-04-29 20:22:59+00,baseline,,,,,,
2026-04-29 20:23:00+00,baseline,,,,0,,
2026-04-29 20:23:01+00,baseline,,,,,0.095082,
2026-04-29 20:23:02+00,baseline,,,,,,
2026-04-29 20:23:03+00,baseline,547,,7,,,
2026-04-29 20:23:04+00,baseline,,,,,,
2026-04-29 20:23:05+00,baseline,,2.289628,,0,,0.4385375
2026-04-29 20:23:06+00,baseline,,,,,,
2026-04-29 20:23:07+00,baseline,,,6,,,
2026-04-29 20:23:08+00,baseline,150,,,,,
2026-04-29 20:23:09+00,baseline,,,,,,
2026-04-29 20:23:10+00,baseline,,,,0,,
2026-04-29 20:23:11+00,baseline,,,,,0.012266,
2026-04-29 20:23:12+00,baseline,,,7,,,
2026-04-29 20:23:13+00,baseline,17,,,,,
2026-04-29 20:23:14+00,baseline,,,,,,
2026-04-29 20:23:15+00,baseline,,2.361275,,0,,0.05097430000000001
2026-04-29 20:23:16+00,baseline,,,,,,
2026-04-29 20:23:17+00,baseline,,,6,,,
2026-04-29 20:23:18+00,baseline,17,,,,,
2026-04-29 20:23:19+00,baseline,,,,,,
2026-04-29 20:23:20+00,baseline,,,,0,,
2026-04-29 20:23:21+00,baseline,,,,,0.040772,
2026-04-29 20:23:22+00,baseline,,,7,,,
2026-04-29 20:23:23+00,baseline,19,,,,,
2026-04-29 20:23:24+00,baseline,,,,,,
2026-04-29 20:23:25+00,baseline,,2.36267,,0,,0.0580755
2026-04-29 20:23:26+00,baseline,,,,,,
2026-04-29 20:23:27+00,baseline,,,6,,,
2026-04-29 20:23:28+00,baseline,19,,,,,
2026-04-29 20:23:29+00,baseline,,,,,,
2026-04-29 20:23:30+00,baseline,,,,0,,
2026-04-29 20:23:31+00,baseline,,,,,0.030021,
2026-04-29 20:23:32+00,baseline,,,7,,,
2026-04-29 20:23:33+00,baseline,21,,,,,
2026-04-29 20:23:34+00,baseline,,,,,,
2026-04-29 20:23:35+00,baseline,,2.41393,,0,,0.0573253
2026-04-29 20:23:36+00,baseline,,,,,,
2026-04-29 20:23:37+00,baseline,,,6,,,
2026-04-29 20:23:38+00,baseline,18,,,,,
2026-04-29 20:23:39+00,baseline,,,,,,
2026-04-29 20:23:40+00,baseline,,,,0,,
2026-04-29 20:23:41+00,baseline,,,,,0.043049,
2026-04-29 20:23:42+00,baseline,,,7,,,
2026-04-29 20:23:43+00,baseline,21,,,,,
2026-04-29 20:23:44+00,baseline,,,,,,
2026-04-29 20:23:45+00,baseline,,2.436126,,0,,0.059345
2026-04-29 20:23:46+00,baseline,,,,,,
2026-04-29 20:23:47+00,baseline,,,6,,,
2026-04-29 20:23:48+00,baseline,18,,,,,
2026-04-29 20:23:49+00,baseline,,,,,,
2026-04-29 20:23:50+00,baseline,,,,0,,
2026-04-29 20:23:51+00,baseline,,,,,0.012037,
2026-04-29 20:23:52+00,baseline,,,7,,,
2026-04-29 20:23:53+00,baseline,20,,,,,
2026-04-29 20:23:55+00,baseline,,2.451562,,0,,0.052442600000000006
2026-04-29 20:23:56+00,baseline,,,,,,
2026-04-29 20:23:57+00,baseline,,,6,,,
2026-04-29 20:23:58+00,baseline,25,,,,,
2026-04-29 20:23:59+00,baseline,,,,,,
2026-04-29 20:24:00+00,baseline,,,,0,,
2026-04-29 20:24:01+00,baseline,,,,,0.048629,
2026-04-29 20:24:02+00,baseline,,,7,,,
2026-04-29 20:24:03+00,baseline,20,,,,,
2026-04-29 20:24:04+00,baseline,,,,,,
2026-04-29 20:24:05+00,baseline,,2.468393,,0,,0.059761
2026-04-29 20:24:06+00,baseline,,,,,,
2026-04-29 20:24:07+00,baseline,,,6,,,
2026-04-29 20:24:08+00,baseline,15,,,,,
2026-04-29 20:24:09+00,baseline,,,,,,
2026-04-29 20:24:10+00,baseline,,,,0,,
2026-04-29 20:24:11+00,baseline,,,,,0.008385,
2026-04-29 20:24:12+00,baseline,,,7,,,
2026-04-29 20:24:14+00,baseline,16,,,,,
2026-04-29 20:24:15+00,baseline,,2.40481,,0,,0.0489122
2026-04-29 20:24:16+00,baseline,,,,,,
2026-04-29 20:24:17+00,baseline,,,6,,,
2026-04-29 20:24:18+00,baseline,16,,,,,
2026-04-29 20:24:19+00,baseline,,,,,,
2026-04-29 20:24:20+00,baseline,,,,0,,
2026-04-29 20:24:21+00,baseline,,,,,0.025053,
2026-04-29 20:24:22+00,baseline,,,7,,,
2026-04-29 20:24:23+00,baseline,22,,,,,
2026-04-29 20:24:24+00,baseline,,,,,,
2026-04-29 20:24:25+00,baseline,,2.322322,,0,,0.056445800000000004
2026-04-29 20:24:26+00,baseline,,,,,,
2026-04-29 20:24:27+00,baseline,,,6,,,
2026-04-29 20:24:28+00,baseline,20,,,,,
2026-04-29 20:24:29+00,baseline,,,,,,
2026-04-29 20:24:30+00,baseline,,,,0,,
2026-04-29 20:24:31+00,baseline,,,,,0.046828,
2026-04-29 20:24:32+00,baseline,,,7,,,
2026-04-29 20:24:33+00,baseline,19,,,,,
2026-04-29 20:24:34+00,baseline,,,,,,
2026-04-29 20:24:35+00,baseline,,2.311678,,0,,0.058700800000000004
2026-04-29 20:24:36+00,baseline,,,,,,
2026-04-29 20:24:37+00,baseline,,,6,,,
2026-04-29 20:24:38+00,baseline,20,,,,,
2026-04-29 20:24:39+00,baseline,,,,,,
2026-04-29 20:24:40+00,baseline,,,,0,,
2026-04-29 20:24:41+00,baseline,,,,,,
2026-04-29 20:24:42+00,baseline,,,7,,0.022786,
2026-04-29 20:24:43+00,baseline,20,,,,,
2026-04-29 20:24:44+00,baseline,,,,,,
2026-04-29 20:24:45+00,baseline,,2.317291,,0,,0.05298099999999999
2026-04-29 20:24:46+00,baseline,,,,,,
2026-04-29 20:24:47+00,baseline,,,6,,,
2026-04-29 20:24:48+00,baseline,20,,,,,
2026-04-29 20:24:49+00,baseline,,,,,,
2026-04-29 20:24:50+00,baseline,,,,0,,
2026-04-29 20:24:51+00,baseline,,,,,0.035187,
2026-04-29 20:24:52+00,baseline,,,7,,,
2026-04-29 20:24:53+00,baseline,25,,,,,
2026-04-29 20:24:54+00,baseline,,,,,,
2026-04-29 20:24:55+00,baseline,,2.277228,,0,,0.05896119999999999
2026-04-29 20:24:56+00,baseline,,,,,,
2026-04-29 20:24:57+00,baseline,,,6,,,
2026-04-29 20:24:58+00,baseline,22,,,,,
2026-04-29 20:24:59+00,baseline,,,,,,
2026-04-29 20:25:00+00,baseline,,,,0,,
2026-04-29 20:25:01+00,baseline,,,,,0.100829,
2026-04-29 20:25:02+00,baseline,,,7,,,
2026-04-29 20:25:03+00,baseline,20,,,,,
2026-04-29 20:25:04+00,baseline,,,,,,
2026-04-29 20:25:05+00,baseline,,2.178649,,0,,0.0685896
2026-04-29 20:25:06+00,baseline,,,,,,
2026-04-29 20:25:07+00,baseline,,,6,,,
2026-04-29 20:25:08+00,baseline,16,,,,,
2026-04-29 20:25:09+00,baseline,,,,,,
2026-04-29 20:25:10+00,baseline,,,,0,,
2026-04-29 20:25:11+00,baseline,,,,,0.006969,
2026-04-29 20:25:12+00,baseline,,,7,,,
2026-04-29 20:25:13+00,baseline,18,,,,,
2026-04-29 20:25:14+00,baseline,,,,,,
2026-04-29 20:25:15+00,baseline,,2.192809,,0,,0.0484176
2026-04-29 20:25:16+00,baseline,,,,,,
2026-04-29 20:25:17+00,baseline,,,6,,,
2026-04-29 20:25:18+00,baseline,16,,,,,
2026-04-29 20:25:19+00,baseline,,,,,,
2026-04-29 20:25:20+00,baseline,,,,0,,
2026-04-29 20:25:21+00,baseline,,,,,0.027305,
2026-04-29 20:25:22+00,baseline,,,6,,,
2026-04-29 20:25:23+00,baseline,18,,,,,
2026-04-29 20:25:24+00,baseline,,,,,,
2026-04-29 20:25:25+00,baseline,,2.217822,,0,,0.0524848
2026-04-29 20:25:26+00,baseline,,,,,,
2026-04-29 20:25:27+00,baseline,,,6,,,
2026-04-29 20:25:28+00,baseline,20,,,,,
2026-04-29 20:25:29+00,baseline,,,,,,
2026-04-29 20:25:30+00,baseline,,,,0,,
2026-04-29 20:25:31+00,baseline,,,,,0.025648,
2026-04-29 20:25:32+00,baseline,,,7,,,
2026-04-29 20:25:33+00,baseline,20,,,,,
2026-04-29 20:25:34+00,baseline,,,,,,
2026-04-29 20:25:35+00,baseline,,2.302501,,0,,0.053553399999999994
2026-04-29 20:25:36+00,baseline,,,,,,
2026-04-29 20:25:37+00,baseline,,,6,,,
2026-04-29 20:25:38+00,baseline,18,,,,,
2026-04-29 20:25:39+00,baseline,,,,,,
2026-04-29 20:25:40+00,baseline,,,,0,,
2026-04-29 20:25:41+00,baseline,,,,,0.037127,
2026-04-29 20:25:42+00,baseline,,,7,,,
2026-04-29 20:25:43+00,baseline,20,,,,,
2026-04-29 20:25:44+00,baseline,,,,,,
2026-04-29 20:25:45+00,baseline,,2.369574,,0,,0.07386680000000001
2026-04-29 20:25:46+00,baseline,,,,,,
2026-04-29 20:25:47+00,baseline,,,6,,,
2026-04-29 20:25:48+00,baseline,19,,,,,
2026-04-29 20:25:49+00,baseline,,,,,,
2026-04-29 20:25:50+00,baseline,,,,0,,
2026-04-29 20:25:51+00,baseline,,,,,0.043489,
2026-04-29 20:25:52+00,baseline,,,7,,,
2026-04-29 20:25:53+00,baseline,19,,,,,
2026-04-29 20:25:54+00,baseline,,,,,,
2026-04-29 20:25:55+00,baseline,,2.429311,,0,,0.07443920000000001
2026-04-29 20:25:56+00,baseline,,,,,,
2026-04-29 20:25:57+00,baseline,,,6,,,
2026-04-29 20:25:58+00,baseline,27,,,,,
2026-04-29 20:25:59+00,baseline,,,,,,
2026-04-29 20:26:00+00,baseline,,,,0,,
2026-04-29 20:26:01+00,baseline,,,,,0.022232,
2026-04-29 20:26:02+00,baseline,,,7,,,
2026-04-29 20:26:03+00,baseline,19,,,,,
2026-04-29 20:26:04+00,baseline,,,,,,
2026-04-29 20:26:05+00,baseline,,2.499008,,0,,0.07018780000000001
2026-04-29 20:26:06+00,baseline,,,,,,
2026-04-29 20:26:07+00,baseline,,,6,,,
2026-04-29 20:26:08+00,baseline,15,,,,,
2026-04-29 20:26:09+00,baseline,,,,,,
2026-04-29 20:26:10+00,baseline,,,,0,,
2026-04-29 20:26:11+00,baseline,,,,,0.025743,
2026-04-29 20:26:12+00,baseline,,,7,,,
2026-04-29 20:26:13+00,baseline,18,,,,,
2026-04-29 20:26:14+00,baseline,,,,,,
2026-04-29 20:26:15+00,baseline,,2.507404,,0,,0.07019
2026-04-29 20:26:16+00,baseline,,,,,,
2026-04-29 20:26:17+00,baseline,,,6,,,
2026-04-29 20:26:18+00,baseline,14,,,,,
2026-04-29 20:26:19+00,baseline,,,,,,
2026-04-29 20:26:20+00,baseline,,,,0,,
2026-04-29 20:26:21+00,baseline,,,,,0.010594,
2026-04-29 20:26:22+00,baseline,,,7,,,
2026-04-29 20:26:23+00,baseline,18,,,,,
2026-04-29 20:26:24+00,baseline,,,,,,
2026-04-29 20:26:25+00,baseline,,2.562081,,0,,0.0671602
2026-04-29 20:26:26+00,baseline,,,,,,
2026-04-29 20:26:27+00,baseline,,,6,,,
2026-04-29 20:26:28+00,baseline,23,,,,,
2026-04-29 20:26:29+00,baseline,,,,,,
2026-04-29 20:26:30+00,baseline,,,,0,,
2026-04-29 20:26:31+00,baseline,,,,,,
2026-04-29 20:26:32+00,baseline,,,7,,0.044764,
2026-04-29 20:26:33+00,baseline,20,,,,,
2026-04-29 20:26:34+00,baseline,,,,,,
2026-04-29 20:26:35+00,baseline,,2.709652,,0,,0.07539420000000001
2026-04-29 20:26:36+00,baseline,,,,,,
2026-04-29 20:33:21+00,baseline,,,,,,
2026-04-29 20:33:31+00,baseline,,,,,,
2026-04-29 20:33:41+00,baseline,,,,,,
2026-04-29 20:33:51+00,baseline,,,,,,
2026-04-29 20:34:01+00,baseline,,,,,,
2026-04-29 20:34:11+00,baseline,,,,,,
2026-04-29 20:34:21+00,baseline,,,,,,
2026-04-29 20:34:31+00,baseline,,,,,,
2026-04-29 20:34:41+00,baseline,,,,,,
2026-04-29 20:34:51+00,baseline,,,,,,
2026-04-29 20:35:01+00,baseline,,,,,,
2026-04-29 20:35:11+00,baseline,,,,,,
2026-04-29 20:35:21+00,baseline,,,,,,
2026-04-29 20:35:31+00,baseline,,,,,,
2026-04-29 20:35:41+00,baseline,,,,,,
2026-04-29 20:35:51+00,baseline,,,,,,
2026-04-29 20:36:01+00,baseline,,,,,,
2026-04-29 20:36:11+00,baseline,,,,,,
2026-04-29 20:36:21+00,baseline,,,,,,
2026-04-29 20:36:31+00,baseline,,,,,,
2026-04-29 20:36:41+00,baseline,,,,,,
2026-04-29 20:36:51+00,baseline,,,,,,
2026-04-29 20:37:01+00,baseline,,,,,,
2026-04-29 20:37:11+00,baseline,,,,,,
2026-04-29 20:37:21+00,baseline,,,,,,
2026-04-29 20:37:31+00,baseline,,,,,,
2026-04-29 20:37:41+00,baseline,,,,,,
2026-04-29 20:37:51+00,baseline,,,,,,
2026-04-29 20:38:01+00,baseline,,,,,,
2026-04-29 20:38:11+00,baseline,,,,,,
2026-04-29 20:38:21+00,baseline,,,,,,
2026-04-29 20:38:31+00,baseline,,,,,,
2026-04-29 20:38:41+00,baseline,,,,,,
2026-04-29 20:38:51+00,baseline,,,,,,
2026-04-29 20:39:01+00,baseline,,,,,,
2026-04-29 20:39:11+00,baseline,,,,,,
