timestamp,phase,inbound_pps,cpu_system_pct,tcp_total,tcp_syn_recv,response_time_sec,ddos_threat_score
2026-04-29 20:39:21+00,baseline,,,,,,
2026-04-29 20:39:31+00,baseline,,,,,,
2026-04-29 20:39:41+00,baseline,,,,,0.00801,
2026-04-29 20:39:51+00,baseline,,,,,0.004998,
2026-04-29 20:40:01+00,baseline,,,,,0.004693,
2026-04-29 20:40:05+00,baseline,,0.442556,1,0,,0.016159299999999998
2026-04-29 20:40:06+00,baseline,,,,,,
2026-04-29 20:40:07+00,baseline,,,1,,,
2026-04-29 20:40:08+00,baseline,40,,,,,
2026-04-29 20:40:09+00,baseline,,,,,,
2026-04-29 20:40:10+00,baseline,,,,0,,
2026-04-29 20:40:11+00,baseline,,,,,0.005245,
2026-04-29 20:40:12+00,baseline,,,2,,,
2026-04-29 20:40:13+00,baseline,15,,,,,
2026-04-29 20:40:14+00,baseline,,,,,,
2026-04-29 20:40:15+00,baseline,,0.548867,,0,,0.012769699999999998
2026-04-29 20:40:16+00,baseline,,,,,,
2026-04-29 20:40:17+00,baseline,,,2,,,
2026-04-29 20:40:18+00,baseline,15,,,,,
2026-04-29 20:40:19+00,baseline,,,,,,
2026-04-29 20:40:20+00,baseline,,,,0,,
2026-04-29 20:40:21+00,baseline,,,,,0.004945,
2026-04-29 20:40:22+00,baseline,,,3,,,
2026-04-29 20:40:23+00,baseline,19,,,,,
2026-04-29 20:40:24+00,baseline,,,,,,
2026-04-29 20:40:25+00,baseline,,0.601238,,0,,0.0155097
2026-04-29 20:40:26+00,baseline,,,,,,
2026-04-29 20:40:27+00,baseline,,,3,,,
2026-04-29 20:40:28+00,baseline,19,,,,,
2026-04-29 20:40:29+00,baseline,,,,,,
2026-04-29 20:40:30+00,baseline,,,,0,,
2026-04-29 20:40:31+00,baseline,,,,,0.101335,
2026-04-29 20:40:32+00,baseline,,,4,,,
2026-04-29 20:40:33+00,baseline,20,,,,,
2026-04-29 20:40:34+00,baseline,,,,,,
2026-04-29 20:40:35+00,baseline,,0.656145,,0,,0.0354877
2026-04-29 20:40:36+00,baseline,,,,,,
2026-04-29 20:40:37+00,baseline,,,4,,,
2026-04-29 20:40:38+00,baseline,16,,,,,
2026-04-29 20:40:39+00,baseline,,,,,,
2026-04-29 20:40:40+00,baseline,,,,0,,
2026-04-29 20:40:41+00,baseline,,,,,0.005244,
2026-04-29 20:40:42+00,baseline,,,5,,,
2026-04-29 20:40:43+00,baseline,19,,,,,
2026-04-29 20:40:44+00,baseline,,,,,,
2026-04-29 20:40:45+00,baseline,,0.691367,,0,,0.0148371
2026-04-29 20:40:46+00,baseline,,,,,,
2026-04-29 20:40:47+00,baseline,,,5,,,
2026-04-29 20:40:48+00,baseline,17,,,,,
2026-04-29 20:40:49+00,baseline,,,,,,
2026-04-29 20:40:50+00,baseline,,,,0,,
2026-04-29 20:40:51+00,baseline,,,,,0.006572,
2026-04-29 20:40:52+00,baseline,,,6,,,
2026-04-29 20:40:53+00,baseline,20,,,,,
2026-04-29 20:40:54+00,baseline,,,,,,
2026-04-29 20:40:55+00,baseline,,0.742706,,0,,0.0158027
2026-04-29 20:40:56+00,baseline,,,,,,
2026-04-29 20:40:57+00,baseline,,,6,,,
2026-04-29 20:40:58+00,baseline,21,,,,,
2026-04-29 20:40:59+00,baseline,,,,,,
2026-04-29 20:41:00+00,baseline,,,,0,,
2026-04-29 20:41:01+00,baseline,,,,,0.010021,
2026-04-29 20:41:02+00,baseline,,,7,,,
2026-04-29 20:41:03+00,baseline,17,,,,,
2026-04-29 20:41:04+00,baseline,,,,,,
2026-04-29 20:41:05+00,baseline,,0.779865,,0,,0.014392500000000003
2026-04-29 20:41:06+00,baseline,,,,,,
2026-04-29 20:41:07+00,baseline,,,6,,,
2026-04-29 20:41:08+00,baseline,15,,,,,
2026-04-29 20:41:09+00,baseline,,,,,,
2026-04-29 20:41:10+00,baseline,,,,0,,
2026-04-29 20:41:11+00,baseline,,,,,0.012053,
2026-04-29 20:41:12+00,baseline,,,7,,,
2026-04-29 20:41:13+00,baseline,17,,,,,
2026-04-29 20:41:14+00,baseline,,,,,,
2026-04-29 20:41:15+00,baseline,,0.72863,,0,,0.014798900000000002
2026-04-29 20:41:16+00,baseline,,,,,,
2026-04-29 20:41:17+00,baseline,,,6,,,
2026-04-29 20:41:18+00,baseline,14,,,,,
2026-04-29 20:41:19+00,baseline,,,,,,
2026-04-29 20:41:20+00,baseline,,,,0,,
2026-04-29 20:41:21+00,baseline,,,,,0.011801,
2026-04-29 20:41:22+00,baseline,,,7,,,
2026-04-29 20:41:23+00,baseline,17,,,,,
2026-04-29 20:41:24+00,baseline,,,,,,
2026-04-29 20:41:25+00,baseline,,0.746932,,0,,0.014748500000000001
2026-04-29 20:41:26+00,baseline,,,,,,
2026-04-29 20:41:27+00,baseline,,,6,,,
2026-04-29 20:41:28+00,baseline,20,,,,,
2026-04-29 20:41:29+00,baseline,,,,,,
2026-04-29 20:41:30+00,baseline,,,,0,,
2026-04-29 20:41:31+00,baseline,,,,,0.011457,
2026-04-29 20:41:32+00,baseline,,,7,,,
2026-04-29 20:41:33+00,baseline,20,,,,,
2026-04-29 20:41:34+00,baseline,,,,,,
2026-04-29 20:41:35+00,baseline,,0.727983,,0,,0.016779699999999998
2026-04-29 20:41:36+00,baseline,,,,,,
2026-04-29 20:41:37+00,baseline,,,6,,,
2026-04-29 20:41:38+00,baseline,15,,,,,
2026-04-29 20:41:39+00,baseline,,,,,,
2026-04-29 20:41:40+00,baseline,,,,0,,
2026-04-29 20:41:41+00,baseline,,,,,0.006377,
2026-04-29 20:41:42+00,baseline,,,7,,,
2026-04-29 20:41:43+00,baseline,18,,,,,
2026-04-29 20:41:44+00,baseline,,,,,,
2026-04-29 20:41:45+00,baseline,,0.746932,,0,,0.013875399999999998
2026-04-29 20:41:46+00,baseline,,,,,,
2026-04-29 20:41:47+00,baseline,,,6,,,
2026-04-29 20:41:48+00,baseline,17,,,,,
2026-04-29 20:41:49+00,baseline,,,,,,
2026-04-29 20:41:50+00,baseline,,,,0,,
2026-04-29 20:41:51+00,baseline,,,,,,
2026-04-29 20:41:52+00,baseline,,,7,,0.079168,
2026-04-29 20:41:53+00,baseline,19,,,,,
2026-04-29 20:41:54+00,baseline,,,,,,
2026-04-29 20:41:55+00,baseline,,0.766215,,0,,0.0291336
2026-04-29 20:41:56+00,baseline,,,,,,
2026-04-29 20:41:57+00,baseline,,,6,,,
2026-04-29 20:41:58+00,baseline,22,,,,,
2026-04-29 20:41:59+00,baseline,,,,,,
2026-04-29 20:42:00+00,baseline,,,,0,,
2026-04-29 20:42:01+00,baseline,,,,,0.004512,
2026-04-29 20:42:02+00,baseline,,,7,,,
2026-04-29 20:42:03+00,baseline,17,,,,,
2026-04-29 20:42:04+00,baseline,,,,,,
2026-04-29 20:42:05+00,baseline,,0.766079,,0,,0.0128024
2026-04-29 20:42:06+00,baseline,,,,,,
2026-04-29 20:42:07+00,baseline,,,6,,,
2026-04-29 20:42:08+00,baseline,13,,,,,
2026-04-29 20:42:09+00,baseline,,,,,,
2026-04-29 20:42:10+00,baseline,,,,0,,
2026-04-29 20:42:11+00,baseline,,,,,0.00745,
2026-04-29 20:42:12+00,baseline,,,7,,,
2026-04-29 20:42:13+00,baseline,15,,,,,
2026-04-29 20:42:14+00,baseline,,,,,,
2026-04-29 20:42:15+00,baseline,,0.74813,,0,,0.011989999999999999
2026-04-29 20:42:16+00,baseline,,,,,,
2026-04-29 20:42:17+00,baseline,,,6,,,
2026-04-29 20:42:18+00,baseline,16,,,,,
2026-04-29 20:42:19+00,baseline,,,,,,
2026-04-29 20:42:20+00,baseline,,,,0,,
2026-04-29 20:42:21+00,baseline,,,,,0.007013,
2026-04-29 20:42:22+00,baseline,,,7,,,
2026-04-29 20:42:23+00,baseline,18,,,,,
2026-04-29 20:42:24+00,baseline,,,,,,
2026-04-29 20:42:25+00,baseline,,0.728759,,0,,0.014002599999999999
2026-04-29 20:42:26+00,baseline,,,,,,
2026-04-29 20:42:27+00,baseline,,,6,,,
2026-04-29 20:42:28+00,baseline,18,,,,,
2026-04-29 20:42:29+00,baseline,,,,,,
2026-04-29 20:42:30+00,baseline,,,,0,,
2026-04-29 20:42:31+00,baseline,,,,,0.011933,
2026-04-29 20:42:32+00,baseline,,,7,,,
2026-04-29 20:42:33+00,baseline,18,,,,,
2026-04-29 20:42:34+00,baseline,,,,,,
2026-04-29 20:42:35+00,baseline,,0.71048,,0,,0.0149866
2026-04-29 20:42:36+00,baseline,,,,,,
2026-04-29 20:42:37+00,baseline,,,6,,,
2026-04-29 20:42:38+00,baseline,17,,,,,
2026-04-29 20:42:39+00,baseline,,,,,,
2026-04-29 20:42:40+00,baseline,,,,0,,
2026-04-29 20:42:41+00,baseline,,,,,0.006885,
2026-04-29 20:42:42+00,baseline,,,7,,,
2026-04-29 20:42:43+00,baseline,18,,,,,
2026-04-29 20:42:44+00,baseline,,,,,,
2026-04-29 20:42:45+00,baseline,,0.71048,,0,,0.020666499999999997
2026-04-29 20:42:46+00,baseline,,,,,,
2026-04-29 20:42:47+00,baseline,,,6,,,
2026-04-29 20:42:48+00,baseline,18,,,,,
2026-04-29 20:42:49+00,baseline,,,,,,
2026-04-29 20:42:50+00,baseline,,,,0,,
2026-04-29 20:42:51+00,baseline,,,,,0.008038,
2026-04-29 20:42:52+00,baseline,,,7,,,
2026-04-29 20:42:53+00,baseline,24,,,,,
2026-04-29 20:42:54+00,baseline,,,,,,
2026-04-29 20:42:55+00,baseline,,0.690999,,0,,0.0250971
2026-04-29 20:42:56+00,baseline,,,,,,
2026-04-29 20:42:57+00,baseline,,,6,,,
2026-04-29 20:42:58+00,baseline,21,,,,,
2026-04-29 20:42:59+00,baseline,,,,,,
2026-04-29 20:43:00+00,baseline,,,,0,,
2026-04-29 20:43:01+00,baseline,,,,,0.013493,
2026-04-29 20:43:02+00,baseline,,,7,,,
2026-04-29 20:43:03+00,baseline,17,,,,,
2026-04-29 20:43:04+00,baseline,,,,,,
2026-04-29 20:43:05+00,baseline,,0.692964,,0,,0.0212881
2026-04-29 20:43:06+00,baseline,,,,,,
2026-04-29 20:43:07+00,baseline,,,6,,,
2026-04-29 20:43:08+00,baseline,14,,,,,
2026-04-29 20:43:09+00,baseline,,,,,,
2026-04-29 20:43:10+00,baseline,,,,0,,
2026-04-29 20:43:11+00,baseline,,,,,0.011798,
2026-04-29 20:43:12+00,baseline,,,7,,,
2026-04-29 20:43:13+00,baseline,15,,,,,
2026-04-29 20:43:14+00,baseline,,,,,,
2026-04-29 20:43:15+00,baseline,,0.729148,,0,,0.0195491
2026-04-29 20:43:16+00,baseline,,,,,,
2026-04-29 20:43:17+00,baseline,,,6,,,
2026-04-29 20:43:18+00,baseline,15,,,,,
2026-04-29 20:43:19+00,baseline,,,,,,
2026-04-29 20:43:20+00,baseline,,,,0,,
2026-04-29 20:43:21+00,baseline,,,,,0.005176,
2026-04-29 20:43:22+00,baseline,,,7,,,
2026-04-29 20:43:23+00,baseline,18,,,,,
2026-04-29 20:43:24+00,baseline,,,,,,
2026-04-29 20:43:25+00,baseline,,0.713521,,0,,0.020324699999999998
2026-04-29 20:43:26+00,baseline,,,,,,
2026-04-29 20:43:27+00,baseline,,,6,,,
2026-04-29 20:43:28+00,baseline,19,,,,,
2026-04-29 20:43:29+00,baseline,,,,,,
2026-04-29 20:43:30+00,baseline,,,,0,,
2026-04-29 20:43:31+00,baseline,,,,,0.008176,
2026-04-29 20:43:32+00,baseline,,,7,,,
2026-04-29 20:43:33+00,baseline,19,,,,,
2026-04-29 20:43:34+00,baseline,,,,,,
2026-04-29 20:43:35+00,baseline,,0.73162,,0,,0.0216247
2026-04-29 20:43:36+00,baseline,,,,,,
2026-04-29 20:43:37+00,baseline,,,6,,,
2026-04-29 20:43:38+00,baseline,16,,,,,
2026-04-29 20:43:39+00,baseline,,,,,,
2026-04-29 20:43:40+00,baseline,,,,0,,
2026-04-29 20:43:41+00,baseline,,,,,0.00972,
2026-04-29 20:43:42+00,baseline,,,7,,,
2026-04-29 20:43:43+00,baseline,18,,,,,
2026-04-29 20:43:44+00,baseline,,,,,,
2026-04-29 20:43:45+00,baseline,,0.752014,,0,,0.0167901
2026-04-29 20:43:46+00,baseline,,,,,,
2026-04-29 20:43:47+00,baseline,,,6,,,
2026-04-29 20:43:48+00,baseline,17,,,,,
2026-04-29 20:43:49+00,baseline,,,,,,
2026-04-29 20:43:50+00,baseline,,,,0,,
2026-04-29 20:43:51+00,baseline,,,,,0.010324,
2026-04-29 20:43:52+00,baseline,,,7,,,
2026-04-29 20:43:53+00,baseline,19,,,,,
2026-04-29 20:43:54+00,baseline,,,,,,
2026-04-29 20:43:55+00,baseline,,0.752553,,0,,0.0176109
2026-04-29 20:43:56+00,baseline,,,,,,
2026-04-29 20:43:57+00,baseline,,,6,,,
2026-04-29 20:43:58+00,baseline,21,,,,,
2026-04-29 20:43:59+00,baseline,,,,,,
2026-04-29 20:44:00+00,baseline,,,,0,,
2026-04-29 20:44:01+00,baseline,,,,,0.008802,
2026-04-29 20:44:02+00,baseline,,,7,,,
2026-04-29 20:44:03+00,baseline,18,,,,,
2026-04-29 20:44:04+00,baseline,,,,,,
2026-04-29 20:44:05+00,baseline,,0.751476,,0,,0.016606499999999996
2026-04-29 20:44:06+00,baseline,,,,,,
2026-04-29 20:44:07+00,baseline,,,6,,,
2026-04-29 20:44:08+00,baseline,14,,,,,
2026-04-29 20:44:09+00,baseline,,,,,,
2026-04-29 20:44:10+00,baseline,,,,0,,
2026-04-29 20:44:11+00,baseline,,,,,0.003487,
2026-04-29 20:44:12+00,baseline,,,7,,,
2026-04-29 20:44:13+00,baseline,15,,,,,
2026-04-29 20:44:14+00,baseline,,,,,,
2026-04-29 20:44:15+00,baseline,,0.767172,,0,,0.0134435
2026-04-29 20:44:16+00,baseline,,,,,,
2026-04-29 20:44:17+00,baseline,,,6,,,
2026-04-29 20:44:18+00,baseline,15,,,,,
2026-04-29 20:44:19+00,baseline,,,,,,
2026-04-29 20:44:20+00,baseline,,,,0,,
2026-04-29 20:44:21+00,baseline,,,,,0.004025,
2026-04-29 20:44:22+00,baseline,,,7,,,
2026-04-29 20:44:23+00,baseline,17,,,,,
2026-04-29 20:44:24+00,baseline,,,,,,
2026-04-29 20:44:25+00,baseline,,0.765397,,0,,0.014951100000000002
2026-04-29 20:44:26+00,baseline,,,,,,
2026-04-29 20:44:27+00,baseline,,,6,,,
2026-04-29 20:44:28+00,baseline,19,,,,,
2026-04-29 20:44:29+00,baseline,,,,,,
2026-04-29 20:44:30+00,baseline,,,,0,,
2026-04-29 20:44:31+00,baseline,,,,,0.035267,
2026-04-29 20:44:32+00,baseline,,,7,,,
2026-04-29 20:44:33+00,baseline,18,,,,,
2026-04-29 20:44:34+00,baseline,,,,,,
2026-04-29 20:44:35+00,baseline,,0.765261,,0,,0.0218995
2026-04-29 20:44:36+00,baseline,,,,,,
2026-04-29 20:44:37+00,baseline,,,6,,,
2026-04-29 20:44:38+00,baseline,15,,,,,
2026-04-29 20:44:39+00,baseline,,,,,,
2026-04-29 20:44:40+00,baseline,,,,0,,
2026-04-29 20:44:41+00,baseline,,,,,0.049947,
2026-04-29 20:44:42+00,baseline,,,7,,,
2026-04-29 20:44:43+00,baseline,18,,,,,
2026-04-29 20:44:44+00,baseline,,,,,,
2026-04-29 20:44:45+00,baseline,,0.744021,,0,,0.0231753
2026-04-29 20:44:46+00,baseline,,,,,,
2026-04-29 20:44:47+00,baseline,,,6,,,
2026-04-29 20:44:48+00,baseline,17,,,,,
2026-04-29 20:44:49+00,baseline,,,,,,
2026-04-29 20:44:50+00,baseline,,,,0,,
2026-04-29 20:44:51+00,baseline,,,,,0.017904,
2026-04-29 20:44:52+00,baseline,,,7,,,
2026-04-29 20:44:53+00,baseline,19,,,,,
2026-04-29 20:44:54+00,baseline,,,,,,
2026-04-29 20:44:55+00,baseline,,0.745342,,0,,0.0174667
2026-04-29 20:44:56+00,baseline,,,,,,
2026-04-29 20:44:57+00,baseline,,,6,,,
2026-04-29 20:44:58+00,baseline,21,,,,,
2026-04-29 20:44:59+00,baseline,,,,,,
2026-04-29 20:45:00+00,baseline,,,,0,,
2026-04-29 20:45:01+00,baseline,,,,,0.069345,
2026-04-29 20:45:02+00,baseline,,,7,,,
2026-04-29 20:45:03+00,baseline,20,,,,,
2026-04-29 20:45:04+00,baseline,,,,,,
2026-04-29 20:45:05+00,baseline,,0.762547,,0,,0.028454899999999998
2026-04-29 20:45:06+00,baseline,,,,,,
2026-04-29 20:45:07+00,baseline,,,6,,,
2026-04-29 20:45:08+00,baseline,15,,,,,
2026-04-29 20:45:09+00,baseline,,,,,,
2026-04-29 20:45:10+00,baseline,,,,0,,
2026-04-29 20:45:11+00,baseline,,,,,0.018232,
2026-04-29 20:45:12+00,baseline,,,7,,,
2026-04-29 20:45:13+00,baseline,14,,,,,
2026-04-29 20:45:14+00,baseline,,,,,,
2026-04-29 20:45:15+00,baseline,,0.745739,,0,,0.014032300000000001
2026-04-29 20:45:16+00,baseline,,,,,,
2026-04-29 20:45:17+00,baseline,,,6,,,
2026-04-29 20:45:18+00,baseline,16,,,,,
2026-04-29 20:45:19+00,baseline,,,,,,
2026-04-29 20:45:20+00,baseline,,,,0,,
2026-04-29 20:45:21+00,baseline,,,,,0.00779,
2026-04-29 20:45:22+00,baseline,,,7,,,
2026-04-29 20:45:23+00,baseline,17,,,,,
2026-04-29 20:45:24+00,baseline,,,,,,
2026-04-29 20:45:25+00,baseline,,0.74773,,0,,0.014043900000000002
2026-04-29 20:45:26+00,baseline,,,,,,
2026-04-29 20:45:27+00,baseline,,,6,,,
2026-04-29 20:45:28+00,baseline,19,,,,,
2026-04-29 20:45:29+00,baseline,,,,,,
2026-04-29 20:45:30+00,baseline,,,,0,,
2026-04-29 20:45:31+00,baseline,,,,,0.014546,
2026-04-29 20:45:32+00,baseline,,,7,,,
2026-04-29 20:45:33+00,baseline,18,,,,,
2026-04-29 20:45:34+00,baseline,,,,,,
2026-04-29 20:45:35+00,baseline,,0.765397,,0,,0.016095099999999998
2026-04-29 20:45:36+00,baseline,,,,,,
2026-04-29 20:45:37+00,baseline,,,6,,,
2026-04-29 20:45:38+00,baseline,17,,,,,
2026-04-29 20:45:39+00,baseline,,,,,,
2026-04-29 20:45:40+00,baseline,,,,0,,
2026-04-29 20:45:41+00,baseline,,,,,,
2026-04-29 20:45:42+00,baseline,,,7,,0.014291,
2026-04-29 20:45:43+00,baseline,17,,,,,
2026-04-29 20:45:44+00,baseline,,,,,,
2026-04-29 20:45:45+00,baseline,,0.747464,,0,,0.0147582
2026-04-29 20:45:46+00,baseline,,,,,,
2026-04-29 20:45:47+00,baseline,,,6,,,
2026-04-29 20:45:48+00,baseline,19,,,,,
2026-04-29 20:45:49+00,baseline,,,,,,
2026-04-29 20:45:50+00,baseline,,,,0,,
2026-04-29 20:45:51+00,baseline,,,,,0.058963,
2026-04-29 20:45:52+00,baseline,,,7,,,
2026-04-29 20:45:53+00,baseline,24,,,,,
2026-04-29 20:45:54+00,baseline,,,,,,
2026-04-29 20:45:55+00,baseline,,0.748663,,0,,0.0285926
2026-04-29 20:45:56+00,baseline,,,,,,
2026-04-29 20:45:57+00,baseline,,,6,,,
2026-04-29 20:45:58+00,baseline,21,,,,,
2026-04-29 20:45:59+00,baseline,,,,,,
2026-04-29 20:46:00+00,baseline,,,,0,,
2026-04-29 20:46:01+00,baseline,,,,,0.013785,
2026-04-29 20:46:02+00,baseline,,,7,,,
2026-04-29 20:46:03+00,baseline,17,,,,,
2026-04-29 20:46:04+00,baseline,,,,,,
2026-04-29 20:46:05+00,baseline,,0.711744,,0,,0.014657000000000002
2026-04-29 20:46:06+00,baseline,,,,,,
2026-04-29 20:46:07+00,baseline,,,6,,,
2026-04-29 20:46:08+00,baseline,14,,,,,
2026-04-29 20:46:09+00,baseline,,,,,,
2026-04-29 20:46:10+00,baseline,,,,0,,
2026-04-29 20:46:11+00,baseline,,,,,0.007548,
2026-04-29 20:46:12+00,baseline,,,7,,,
2026-04-29 20:46:13+00,baseline,17,,,,,
2026-04-29 20:46:14+00,baseline,,,,,,
2026-04-29 20:46:15+00,baseline,,0.711238,,0,,0.0134096
2026-04-29 20:46:16+00,baseline,,,,,,
2026-04-29 20:46:17+00,baseline,,,6,,,
2026-04-29 20:46:18+00,baseline,14,,,,,
2026-04-29 20:46:19+00,baseline,,,,,,
2026-04-29 20:46:20+00,baseline,,,,0,,
2026-04-29 20:46:21+00,baseline,,,,,0.005574,
2026-04-29 20:46:22+00,baseline,,,7,,,
2026-04-29 20:46:23+00,baseline,17,,,,,
2026-04-29 20:46:24+00,baseline,,,,,,
2026-04-29 20:46:25+00,baseline,,0.727725,,0,,0.0130148
2026-04-29 20:46:26+00,baseline,,,,,,
2026-04-29 20:46:27+00,baseline,,,6,,,
2026-04-29 20:46:28+00,baseline,19,,,,,
2026-04-29 20:46:29+00,baseline,,,,,,
2026-04-29 20:46:30+00,baseline,,,,0,,
2026-04-29 20:46:31+00,baseline,,,,,0.007669,
2026-04-29 20:46:32+00,baseline,,,7,,,
2026-04-29 20:46:33+00,baseline,19,,,,,
2026-04-29 20:46:34+00,baseline,,,,,,
2026-04-29 20:46:35+00,baseline,,0.728242,,0,,0.0148338
2026-04-29 20:46:36+00,baseline,,,,,,
2026-04-29 20:46:37+00,baseline,,,6,,,
2026-04-29 20:46:38+00,baseline,15,,,,,
2026-04-29 20:46:39+00,baseline,,,,,,
2026-04-29 20:46:40+00,baseline,,,,0,,
2026-04-29 20:46:41+00,baseline,,,,,0.010497,
2026-04-29 20:46:42+00,baseline,,,7,,,
2026-04-29 20:46:43+00,baseline,19,,,,,
2026-04-29 20:46:44+00,baseline,,,,,,
2026-04-29 20:46:45+00,baseline,,0.74853,,0,,0.0227236
2026-04-29 20:46:46+00,baseline,,,,,,
2026-04-29 20:46:47+00,baseline,,,6,,,
2026-04-29 20:46:48+00,baseline,17,,,,,
2026-04-29 20:46:49+00,baseline,,,,,,
2026-04-29 20:46:50+00,baseline,,,,0,,
2026-04-29 20:46:51+00,baseline,,,,,0.010321,
2026-04-29 20:46:52+00,baseline,,,7,,,
2026-04-29 20:46:53+00,baseline,19,,,,,
2026-04-29 20:46:54+00,baseline,,,,,,
2026-04-29 20:46:55+00,baseline,,0.748797,,0,,0.022688399999999997
2026-04-29 20:46:56+00,baseline,,,,,,
2026-04-29 20:46:57+00,baseline,,,6,,,
2026-04-29 20:46:58+00,baseline,23,,,,,
2026-04-29 20:46:59+00,baseline,,,,,,
2026-04-29 20:47:00+00,baseline,,,,0,,
2026-04-29 20:47:01+00,baseline,,,,,0.033531,
2026-04-29 20:47:02+00,baseline,,,7,,,
2026-04-29 20:47:03+00,baseline,17,,,,,
2026-04-29 20:47:04+00,baseline,,,,,,
2026-04-29 20:47:05+00,baseline,,0.767583,,0,,0.0259304
2026-04-29 20:47:06+00,baseline,,,,,,
2026-04-29 20:47:07+00,baseline,,,6,,,
2026-04-29 20:47:08+00,baseline,14,,,,,
2026-04-29 20:47:09+00,baseline,,,,,,
2026-04-29 20:47:10+00,baseline,,,,0,,
2026-04-29 20:47:11+00,baseline,,,,,0.005058,
2026-04-29 20:47:12+00,baseline,,,7,,,
2026-04-29 20:47:13+00,baseline,16,,,,,
2026-04-29 20:47:14+00,baseline,,,,,,
2026-04-29 20:47:15+00,baseline,,0.784593,,0,,0.019535800000000002
2026-04-29 20:47:16+00,baseline,,,,,,
2026-04-29 20:47:17+00,baseline,,,6,,,
2026-04-29 20:47:18+00,baseline,15,,,,,
2026-04-29 20:47:19+00,baseline,,,,,,
2026-04-29 20:47:20+00,baseline,,,,0,,
2026-04-29 20:47:21+00,baseline,,,,,0.009881,
2026-04-29 20:47:22+00,baseline,,,7,,,
2026-04-29 20:47:23+00,baseline,16,,,,,
2026-04-29 20:47:24+00,baseline,,,,,,
2026-04-29 20:47:25+00,baseline,,0.768269,,0,,0.020500400000000002
2026-04-29 20:47:26+00,baseline,,,,,,
2026-04-29 20:47:27+00,baseline,,,6,,,
2026-04-29 20:47:28+00,baseline,18,,,,,
2026-04-29 20:47:29+00,baseline,,,,,,
2026-04-29 20:47:30+00,baseline,,,,0,,
2026-04-29 20:47:31+00,baseline,,,,,0.006828,
2026-04-29 20:47:32+00,baseline,,,7,,,
2026-04-29 20:47:33+00,baseline,20,,,,,
2026-04-29 20:47:34+00,baseline,,,,,,
2026-04-29 20:47:35+00,baseline,,0.766899,,0,,0.0226898
2026-04-29 20:47:36+00,baseline,,,,,,
2026-04-29 20:47:37+00,baseline,,,6,,,
2026-04-29 20:47:38+00,baseline,16,,,,,
2026-04-29 20:47:39+00,baseline,,,,,,
2026-04-29 20:47:40+00,baseline,,,,0,,
2026-04-29 20:47:41+00,baseline,,,,,0.00604,
2026-04-29 20:47:42+00,baseline,,,7,,,
2026-04-29 20:47:43+00,baseline,18,,,,,
2026-04-29 20:47:44+00,baseline,,,,,,
2026-04-29 20:47:45+00,baseline,,0.747464,,0,,0.0198139
2026-04-29 20:47:46+00,baseline,,,,,,
2026-04-29 20:47:47+00,baseline,,,6,,,
2026-04-29 20:47:48+00,baseline,16,,,,,
2026-04-29 20:47:49+00,baseline,,,,,,
2026-04-29 20:47:50+00,baseline,,,,0,,
2026-04-29 20:47:51+00,baseline,,,,,0.011895,
2026-04-29 20:47:52+00,baseline,,,7,,,
2026-04-29 20:47:53+00,baseline,19,,,,,
2026-04-29 20:47:54+00,baseline,,,,,,
2026-04-29 20:47:55+00,baseline,,0.746534,,0,,0.0216849
2026-04-29 20:47:56+00,baseline,,,,,,
2026-04-29 20:47:57+00,baseline,,,6,,,
2026-04-29 20:47:58+00,baseline,23,,,,,
2026-04-29 20:47:59+00,baseline,,,,,,
2026-04-29 20:48:00+00,baseline,,,,0,,
2026-04-29 20:48:01+00,baseline,,,,,0.004279,
2026-04-29 20:48:02+00,baseline,,,7,,,
2026-04-29 20:48:03+00,baseline,18,,,,,
2026-04-29 20:48:04+00,baseline,,,,,,
2026-04-29 20:48:05+00,baseline,,0.747331,,0,,0.0194617
2026-04-29 20:48:06+00,baseline,,,,,,
2026-04-29 20:48:07+00,baseline,,,6,,,
2026-04-29 20:48:08+00,baseline,13,,,,,
2026-04-29 20:48:09+00,baseline,,,,,,
2026-04-29 20:48:10+00,baseline,,,,0,,
2026-04-29 20:48:11+00,baseline,,,,,0.006207,
2026-04-29 20:48:12+00,baseline,,,7,,,
2026-04-29 20:48:13+00,baseline,17,,,,,
2026-04-29 20:48:14+00,baseline,,,,,,
2026-04-29 20:48:15+00,baseline,,0.730708,,0,,0.019147300000000003
2026-04-29 20:48:16+00,baseline,,,,,,
2026-04-29 20:48:17+00,baseline,,,6,,,
2026-04-29 20:48:18+00,baseline,15,,,,,
2026-04-29 20:48:19+00,baseline,,,,,,
2026-04-29 20:48:20+00,baseline,,,,0,,
2026-04-29 20:48:21+00,baseline,,,,,0.004427,
2026-04-29 20:48:22+00,baseline,,,7,,,
2026-04-29 20:48:23+00,baseline,16,,,,,
2026-04-29 20:48:24+00,baseline,,,,,,
2026-04-29 20:48:25+00,baseline,,0.74813,,0,,0.0180913
2026-04-29 20:48:26+00,baseline,,,,,,
2026-04-29 20:48:27+00,baseline,,,6,,,
2026-04-29 20:48:28+00,baseline,19,,,,,
2026-04-29 20:48:29+00,baseline,,,,,,
2026-04-29 20:48:30+00,baseline,,,,0,,
2026-04-29 20:48:31+00,baseline,,,,,0.012637,
2026-04-29 20:48:32+00,baseline,,,7,,,
2026-04-29 20:48:33+00,baseline,18,,,,,
2026-04-29 20:48:34+00,baseline,,,,,,
